,active_reagent_map,device_task_running,device_task_top_level,device_task_view_id,error,instrument_name,is_simulated,local_ts,running_api_function,argus_runtime_uuid,carrier_id,creation_ts,dispense_type,duration_ms,exc_info,fc_sensor_data,metadata,post_weight_mg,pre_weight_mg,uuid,valve_num,weight_mg,volume_ul,reagent,dispense_lohms_psi_s_ul,is_lohms_override,pressure_curves,length,baseline,peak,AUC,gauge_pressure,abs_pressure
2,Cartana Reagent Map without True Black,Dispense WB1 cycle 1/1,Sequencing Run,roi_selection,,sequoia,False,2020-12-01 14:51:25.028151-05:00,fl_dispense_reagent_to_wells,9684cf46-e173-4391-b9d4-178005cd0540,unit0,2020-12-01T19:51:25.081267Z,reagent,3958,,"[['2020-12-01T19:51:25.085582Z', {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -34, 'diff_pressure_filtered': -37.060238, 'diff_pressure_stable': True, 'diff_pressure_slope': -9.33418, 'gauge_pressure_psi': 5.94873, 'gauge_pressure_filtered': 6834.853027, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}], ['2020-12-01T19:51:25.167671Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -94, 'diff_pressure_filtered': -36.167286, 'diff_pressure_stable': True, 'diff_pressure_slope': -1.875165, 'gauge_pressure_psi': 5.94873, 'gauge_pressure_filtered': 6834.884766, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852285.1675818, 'retained': 0}], ['2020-12-01T19:51:25.374874Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -290, 'diff_pressure_filtered': -62.787834, 'diff_pressure_stable': True, 'diff_pressure_slope': -55.275486, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.815918, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852285.3746789, 'retained': 0}], ['2020-12-01T19:51:25.573287Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -339, 'diff_pressure_filtered': -102.982742, 'diff_pressure_stable': True, 'diff_pressure_slope': -152.323868, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.673828, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852285.5730383, 'retained': 0}], ['2020-12-01T19:51:25.774831Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -390, 'diff_pressure_filtered': -150.122818, 'diff_pressure_stable': True, 'diff_pressure_slope': -171.914459, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.638672, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852285.774565, 'retained': 0}], ['2020-12-01T19:51:25.975248Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -446, 'diff_pressure_filtered': -195.269745, 'diff_pressure_stable': True, 'diff_pressure_slope': -213.12381, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.575684, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852285.9750252, 'retained': 0}], ['2020-12-01T19:51:26.217665Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -457, 'diff_pressure_filtered': -230.401932, 'diff_pressure_stable': True, 'diff_pressure_slope': -101.043663, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6834.371582, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852286.2102067, 'retained': 0}], ['2020-12-01T19:51:26.377703Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -374, 'diff_pressure_filtered': -259.950195, 'diff_pressure_stable': True, 'diff_pressure_slope': -67.061371, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.27002, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852286.3774936, 'retained': 0}], ['2020-12-01T19:51:26.578171Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -437, 'diff_pressure_filtered': -283.18985, 'diff_pressure_stable': True, 'diff_pressure_slope': -16.32863, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6834.225098, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852286.5779622, 'retained': 0}], ['2020-12-01T19:51:26.778445Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -405, 'diff_pressure_filtered': -302.821503, 'diff_pressure_stable': True, 'diff_pressure_slope': 23.178055, 'gauge_pressure_psi': 5.943007, 'gauge_pressure_filtered': 6834.096191, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852286.778393, 'retained': 0}], ['2020-12-01T19:51:26.980612Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -369, 'diff_pressure_filtered': -321.425568, 'diff_pressure_stable': True, 'diff_pressure_slope': 11.151617, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.974609, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852286.9803486, 'retained': 0}], ['2020-12-01T19:51:27.181438Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -425, 'diff_pressure_filtered': -335.389893, 'diff_pressure_stable': True, 'diff_pressure_slope': 12.289116, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6833.940918, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852287.1811347, 'retained': 0}], ['2020-12-01T19:51:27.381731Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -419, 'diff_pressure_filtered': -351.678131, 'diff_pressure_stable': True, 'diff_pressure_slope': 158.662201, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.886719, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852287.3816261, 'retained': 0}], ['2020-12-01T19:51:27.583569Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -429, 'diff_pressure_filtered': -367.072357, 'diff_pressure_stable': True, 'diff_pressure_slope': -82.705856, 'gauge_pressure_psi': 5.943007, 'gauge_pressure_filtered': 6833.730469, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852287.5832996, 'retained': 0}], ['2020-12-01T19:51:27.784401Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -459, 'diff_pressure_filtered': -379.443909, 'diff_pressure_stable': True, 'diff_pressure_slope': -73.478363, 'gauge_pressure_psi': 5.946441, 'gauge_pressure_filtered': 6833.537109, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852287.7841778, 'retained': 0}], ['2020-12-01T19:51:27.985248Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -507, 'diff_pressure_filtered': -396.469391, 'diff_pressure_stable': True, 'diff_pressure_slope': -89.251289, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.469727, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852287.9850307, 'retained': 0}], ['2020-12-01T19:51:28.186181Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -436, 'diff_pressure_filtered': -410.970001, 'diff_pressure_stable': True, 'diff_pressure_slope': -50.030807, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.422852, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852288.1859174, 'retained': 0}], ['2020-12-01T19:51:28.386657Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -472, 'diff_pressure_filtered': -419.421722, 'diff_pressure_stable': True, 'diff_pressure_slope': -60.807274, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.40332, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852288.3865888, 'retained': 0}], ['2020-12-01T19:51:28.588679Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -479, 'diff_pressure_filtered': -429.223572, 'diff_pressure_stable': True, 'diff_pressure_slope': 40.720276, 'gauge_pressure_psi': 5.945296, 'gauge_pressure_filtered': 6833.161133, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852288.5884717, 'retained': 0}], ['2020-12-01T19:51:28.789284Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -471, 'diff_pressure_filtered': -433.839813, 'diff_pressure_stable': True, 'diff_pressure_slope': -65.605446, 'gauge_pressure_psi': 5.943007, 'gauge_pressure_filtered': 6833.043457, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852288.7890484, 'retained': 0}], ['2020-12-01T19:51:28.990740Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010391, 'diff_pressure': -402, 'diff_pressure_filtered': -435.001099, 'diff_pressure_stable': True, 'diff_pressure_slope': -94.253708, 'gauge_pressure_psi': 5.943007, 'gauge_pressure_filtered': 6832.866211, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852288.990517, 'retained': 0}], ['2020-12-01T19:51:29.071608Z', {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -423, 'diff_pressure_filtered': -432.362701, 'diff_pressure_stable': True, 'diff_pressure_slope': -32.408211, 'gauge_pressure_psi': 5.943007, 'gauge_pressure_filtered': 6832.700195, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}]]","{'slot_num': 1, 'well_num': 2}",,,2dc21fb2-88bd-4865-a04f-52e9f978246a,18,,400,WB1,0.024133507802966272,False,"[0, 60, 256, 305, 356, 412, 423, 340, 403, 371, 335, 391, 385, 395, 425, 473, 402, 438, 445, 437, 368, 389]",22,34,473,7614.5,5.94873,1.009903
11,Cartana Reagent Map without True Black,Dispense WB1 cycle 1/1,Sequencing Run,roi_selection,,sequoia,False,2020-12-01 14:58:06.656278-05:00,fl_dispense_reagent_to_wells,9684cf46-e173-4391-b9d4-178005cd0540,unit0,2020-12-01T19:58:06.733215Z,reagent,3946,,"[['2020-12-01T19:58:06.739416Z', {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -13, 'diff_pressure_filtered': -1.238111, 'diff_pressure_stable': True, 'diff_pressure_slope': -7.109128, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6866.82959, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}], ['2020-12-01T19:58:06.824910Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -25, 'diff_pressure_filtered': -1.198741, 'diff_pressure_stable': True, 'diff_pressure_slope': -6.660596, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6866.837891, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852686.824642, 'retained': 0}], ['2020-12-01T19:58:07.026246Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -217, 'diff_pressure_filtered': -26.133589, 'diff_pressure_stable': True, 'diff_pressure_slope': -44.73439, 'gauge_pressure_psi': 5.985352, 'gauge_pressure_filtered': 6866.931152, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852687.026016, 'retained': 0}], ['2020-12-01T19:58:07.241266Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010391, 'diff_pressure': -223, 'diff_pressure_filtered': -52.811832, 'diff_pressure_stable': True, 'diff_pressure_slope': -119.158867, 'gauge_pressure_psi': 5.985352, 'gauge_pressure_filtered': 6866.896484, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852687.241186, 'retained': 0}], ['2020-12-01T19:58:07.427381Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -318, 'diff_pressure_filtered': -90.222115, 'diff_pressure_stable': True, 'diff_pressure_slope': -158.6362, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6866.741211, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852687.4272835, 'retained': 0}], ['2020-12-01T19:58:07.628403Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -350, 'diff_pressure_filtered': -124.021141, 'diff_pressure_stable': True, 'diff_pressure_slope': -184.027847, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6866.441895, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852687.628319, 'retained': 0}], ['2020-12-01T19:58:07.829228Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -341, 'diff_pressure_filtered': -156.462067, 'diff_pressure_stable': True, 'diff_pressure_slope': -144.530609, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6866.118164, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852687.8291543, 'retained': 0}], ['2020-12-01T19:58:08.030288Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -314, 'diff_pressure_filtered': -183.79538, 'diff_pressure_stable': True, 'diff_pressure_slope': -125.895874, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6865.920898, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852688.0302074, 'retained': 0}], ['2020-12-01T19:58:08.231904Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -366, 'diff_pressure_filtered': -214.416061, 'diff_pressure_stable': True, 'diff_pressure_slope': -132.803268, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6865.641602, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852688.231767, 'retained': 0}], ['2020-12-01T19:58:08.432750Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -319, 'diff_pressure_filtered': -238.269287, 'diff_pressure_stable': True, 'diff_pressure_slope': -142.241928, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6865.528809, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852688.4325879, 'retained': 0}], ['2020-12-01T19:58:08.633597Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -337, 'diff_pressure_filtered': -255.016083, 'diff_pressure_stable': True, 'diff_pressure_slope': -147.311813, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6865.453125, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852688.6334388, 'retained': 0}], ['2020-12-01T19:58:08.834136Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -366, 'diff_pressure_filtered': -267.051056, 'diff_pressure_stable': True, 'diff_pressure_slope': -119.770241, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6865.322754, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852688.8340726, 'retained': 0}], ['2020-12-01T19:58:09.035275Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -361, 'diff_pressure_filtered': -274.030151, 'diff_pressure_stable': True, 'diff_pressure_slope': -144.61174, 'gauge_pressure_psi': 5.979629, 'gauge_pressure_filtered': 6865.348633, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852689.0351715, 'retained': 0}], ['2020-12-01T19:58:09.236216Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -296, 'diff_pressure_filtered': -283.341187, 'diff_pressure_stable': True, 'diff_pressure_slope': -22.586527, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6865.325195, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852689.236149, 'retained': 0}], ['2020-12-01T19:58:09.443022Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -316, 'diff_pressure_filtered': -293.030365, 'diff_pressure_stable': True, 'diff_pressure_slope': -90.893257, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6865.224121, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852689.4429247, 'retained': 0}], ['2020-12-01T19:58:09.641164Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -375, 'diff_pressure_filtered': -300.760315, 'diff_pressure_stable': True, 'diff_pressure_slope': -23.940044, 'gauge_pressure_psi': 5.983062, 'gauge_pressure_filtered': 6865.234375, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852689.6411035, 'retained': 0}], ['2020-12-01T19:58:09.842107Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -331, 'diff_pressure_filtered': -307.190216, 'diff_pressure_stable': True, 'diff_pressure_slope': -140.281052, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6865.106934, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852689.8420432, 'retained': 0}], ['2020-12-01T19:58:10.043533Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.009903, 'diff_pressure': -324, 'diff_pressure_filtered': -312.369232, 'diff_pressure_stable': True, 'diff_pressure_slope': -128.846085, 'gauge_pressure_psi': 5.979629, 'gauge_pressure_filtered': 6864.895996, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852690.0433397, 'retained': 0}], ['2020-12-01T19:58:10.244675Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -347, 'diff_pressure_filtered': -317.604248, 'diff_pressure_stable': True, 'diff_pressure_slope': -57.619205, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6864.72168, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852690.2444997, 'retained': 0}], ['2020-12-01T19:58:10.445275Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -344, 'diff_pressure_filtered': -321.169037, 'diff_pressure_stable': True, 'diff_pressure_slope': 1.200796, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6864.549316, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852690.4451797, 'retained': 0}], ['2020-12-01T19:58:10.648972Z', {'node': 'fc', 'unit': 0, 'node_submodule': 'sensors', 'state': {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010269, 'diff_pressure': -321, 'diff_pressure_filtered': -324.877472, 'diff_pressure_stable': True, 'diff_pressure_slope': 5.423913, 'gauge_pressure_psi': 5.979629, 'gauge_pressure_filtered': 6864.400391, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}, 'arrival_unix_ts': 1606852690.6489096, 'retained': 0}], ['2020-12-01T19:58:10.711702Z', {'err_uid': '0', 'err_code': 0, 'err_family': 0, 'abs_pressure_bar': 1.010025, 'diff_pressure': -367, 'diff_pressure_filtered': -328.132385, 'diff_pressure_stable': True, 'diff_pressure_slope': 22.961708, 'gauge_pressure_psi': 5.980773, 'gauge_pressure_filtered': 6864.336914, 'gauge_pressure_stable': True, 'gauge_pressure_slope': 0.0}]]","{'slot_num': 1, 'well_num': 1}",,,85e6b68e-f830-4a9c-b7fe-d008199b8283,18,,400,WB1,0.024133507802966272,False,"[0, 12, 204, 210, 305, 337, 328, 301, 353, 306, 324, 353, 348, 283, 303, 362, 318, 311, 334, 331, 308, 354]",22,13,362,6108.0,5.983062,1.009903
